isbn13,title,description,author
9791192730516,나는 매일 더 가벼워지고 있습니다 - 건강하게 지속 가능한 손리사 다이어트,"건강 인플루언서 손리사의 지속 가능한 다이어트 에세이. 저자가 실제로 3년 동안 68kg을 뺀 과정이 담겨 있다. 건강한 식단에 익숙해지는 법, 무리하지 않고 운동량을 늘리는 법 등 일상 속에서 살이 빠지는 습관을 제시한다.",손리사(이빛나) (지은이)
9788925576497,그들은 이미 건강을 챙기고 있습니다 - 16%의 사람만이 알고 있는 건강자산,로저스의 ‘혁신환산이론’을 도입하여 ‘건강 역시 금융자산처럼 노후를 대비해 늘리거나 비축할 수 있는 재화’의 개념으로 보고 ‘건강 분야의 혁신적인 정보를 이끌고 받아들이는 16%의 사람들만이 행복한 노년의 삶을 보낼 수 있다’는 메시지를 전한다.,"가토 아키라, 간치쿠 이즈미 (지은이), 김재원 (옮긴이)"
9788932474885,필사의 시간 - 펜글씨로 만나는 세계문학 명문장 모음,을유세계문학전집에 속한 작품들 중 명문장만을 엄선해 필사를 경험할 수 있도록 구성한 책이다. 단순히 글씨를 따라 쓰는 데에만 그치지 않고 풍부한 작품 및 작가 소개를 곁들여 인문학적 깊이도 더한 것이 특징이다.,유한빈(펜크래프트) (지은이)
9791160079241,52주의 숄 - 사계절 내내 즐기는 아름다운 손뜨개 스카프,"사계절 내내 즐길 수 있는 숄과 스카프 52가지를 소개한다. 여름철 실내에서 가볍게 두르는 얇은 숄부터 겨울 코트에 어울리는 포근한 숄까지 계절별 숄을 책 한 권에 알차게 담았다. 모두 다른 크기와 무늬, 색, 기법으로 이루어져 다양한 숄과 스카프를 만들 수 있다.","레인 (지은이), 조진경 (옮긴이)"
9791190299893,평생 써먹는 기적의 운동 20,게으른 우리들을 위한 기쁜 소식이 있다. 운동선수가 아닌 이상 일반 생활을 하는 이들이 건강한 몸과 마음을 유지하려면 ‘최소한의 운동’만 하면 된다는 것이다. 오늘도 야식을 먹으며 살 빼는 법을 찾는 게으른 당신을 위한 기적의 운동법을 만나보자!,"카르스텐 레쿠타트 (지은이), 이은미 (옮긴이)"
9788969930422,홈 파티 스타 Home Party Star,"엄마들의 파티 선생님으로 불리는 쥬마뻴이 11년간 자신의 다이어리에 차곡차곡 적어온 파티 아이디어를 공개했다. 주인공을 돋보이게 해줄 파티햇, 케이크를 빛내줄 토퍼, 마음을 표현하는 구디백 등 파티를 준비할 때 도움이 될 만한 파티 아이템 50가지로 알차게 꾸몄다.",조진영 (지은이)
9791187033196,Life is a circus - 서커스보이밴드 포스터&컬러링북,"‘내 방 인테리어 한 번 해 봐야지~’ 시도했던 사람이라면 다들 한번씩은 접해 봤을 바로 그 디자인 스튜디오, ‘서커스보이밴드’의 컬러링&포스터북이 출간됐다. 생각만 해도 기분이 좋아지는 물건으로 생활에 설렘을 더하는 서커스보이밴드의 아트워크를 포스터&컬러링북으로 만나자.",서커스보이밴드 (지은이)
9791198129147,"암 완치 로드맵 - 항암제, 방사선 부작용 극복하고 성공적인 치료의 방향을 세우는","암환자가 수술, 항암, 방사선 치료의 효과를 높이고 부작용을 이겨 완치에 이르도록 돕는다. 단순히 ‘암을 죽이는 치료’가 아닌 ‘암을 가진 사람을 치유’시키는 통합 암 치료법이다. 표준 치료와 병행하며 부작용을 줄이고 효과를 극대화시키는지 보여준다.","국제통합암연구소, 이진원, 백선은 (지은이)"
9788925576732,치매라고 두려워 마라 - 처음 경험하는 치매 돌봄의 모든 것,"돌봄 스트레스를 어떻게 해결해야 할지, 치매 당사자와 신뢰 관계를 어떻게 구축해야 할지 등 치매 돌봄을 위한 마음가짐부터 치매 당사자의 상황별 최적의 문제 해결 방안들, 치매 돌봄 상담과 도움이 가능한 곳을 찾는 방법들이 담겨 있다.","야부키 토모유키 (지은이), 황미숙 (옮긴이)"
9791168415270,"비자르 플랜츠 B.plants - 괴근식물부터 아가베, 박쥐란까지 희귀식물에 대한 모든 것","‘괴근식물의 바이블’로 불리는 《비자르 플랜츠(B.plants)》의 첫 공식 한국어판. 식물 애호가들의 절대적 지지를 받고 있는 일본의 인기 원예 전문지로, 무려 155개의 희귀 품종을 다루고 있다.","주부의벗사 (엮은이), 김슬기 (옮긴이), 고바야시 히로시, 안봉환 (감수)"
9788927879718,당신은 사건 현장에 있습니다 시즌 2 - 일러스트 한 장으로 즐기는 추리 게임,"유럽에서 선풍적 인기몰이를 한 신개념 추리게임북 《당신은 사건현장에 있습니다》시즌2에는 평범해보이는 가정집에서, 달리는 열차에서 그리고 중세의 성뿐만 아니라 저 멀리 우주에서까지 미스터리한 사건이 발생한다.","모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)"
9791169797870,프로야구 스카우팅 리포트 2023,"《프로야구 스카우팅 리포트》는 KBO리그 야구 가이드다. 2023시즌에도 발행된 이번 책에서는 구종별 회전수, 타구속도, 강한타구% 등 지금 야구팬들에게 각광받고 있는 새로운 기록과 한층 긴 분량과 세밀해진 스카우팅 리포트를 담았다.","최훈, 고유라, 김여울, 이성훈, 이용균, 최민규 (지은이)"
9791170433941,면역력 : 인생에 건강이 짐이 되지 않게 - 건강멘토 박민수 박사의 100문 100답 면역력 솔루션,"건강 분야 베스트셀러 저자이자, 오랜 세월 대중에게 건강을 알리는 건강 전도사로 지낸 박민수 박사가 쓴 면역에 관한 모든 것이다. 그동안의 경험과 연구, 유튜브 운영을 통해 정리한 면역력 정보들 가운데 핵심만 추려 100문 100답 형식으로 총망라했다.",박민수 (지은이)
9791160079098,히구치 유미코의 즐거운 울 자수,"아름답고 단정한 자수로 일본, 한국뿐 아니라 전 세계에서 사랑받는 베스트셀러 작가 히구치 유미코의 신작으로, 이번 책에서는 울실을 사용해 포근한 입체감을 살리고 거기에 가장 많이 쓰는 25번 자수실을 조합해 다채로움까지 더했다.","히구치 유미코 (지은이), 배혜영 (옮긴이)"
9791197519666,라미의 꿀맛보장 다이어트 레시피 - 40kg 감량! No.1 영양사 다이어터!,"치솟는 물가 속에서 흔한 재료와 최소 양념과 간단한 조리로 당신의 지갑은 지키고 살은 빼줄, 건강하지만 꿀맛보장하는 레시피를 무려 176가지나 소개한다. 식비를 아껴주는 냉장고 지도와 1주일 3만원 식단표는 덤이다.",이주아 (지은이)
9788974258801,맨발걷기의 첫걸음 - 자연으로 돌아가라,"맨발로 걷는 것이 신체적, 정신적 건강에 어떠한 영향을 미치는지를 알려주는 건강 에세이다. 저자 박동창이 직접 맨발걷기를 실천하며 느낀 감상과 효능을 전하며, 맨발걷기에 대한 그 여정은 매우 서정적인 글로 표현되어 있다.",박동창 (지은이)
9788979293715,오색 빛깔 민화 마실 컬러링북,"발색이 잘되는 백색 종이, 한지 느낌의 베이지색 종이에 두 번 그리는 컬러링북이다. 신사임당이 그린 검은색 배경의 특별한 도안도 만날 수 있다. 옛 그림의 매력은 그대로, 색연필만으로 간편하게 『오색 빛깔 민화 마실 컬러링북』을 즐겨 보자.",최영진 (지은이)
9788960519671,브레인 리부트 - 죽을 때까지 늙지 않는 두뇌의 비밀,신경 과학자 크리스틴 윌르마이어 박사가 획기적인 실험과 수많은 임상 경험을 바탕으로 한 뇌 건강의 비밀을 밝힌다. 수많은 임상 연구를 통해 내리게 된 결론의 핵심은 누구나 나이에 상관없이 현재보다 더 건강한 뇌를 가질 수 있다는 것이다.,"크리스틴 윌르마이어 (지은이), 김나연 (옮긴이)"
9791192247977,"메이저리그, 진심의 기록 - 숫자 대신 마음으로 쓴 MLB 이야기","20여 년 동안 현장에서 자신이 직접 경험하고 느낀, 숫자가 아닌 인간적인 메이저리거들의 사람 냄새 나는 진짜 이야기들을 모두 담았다. 저자는 그동안 혼자 간직하고 음미하던 이야기들, 야구에만큼은 어느 누구보다 진심이었던 존재감 없던 선수들의 뒷이야기들을 잔잔하게 들려준다.",전훈칠 (지은이)
9791140702589,당신도 느리게 나이 들 수 있습니다 - 나이가 들어도 몸의 시간은 젊게,"“이 책을 통해 노화를 늦추는 것은 물론이고 여러 성인병과 암이 예방될 수 있다.” 《관계를 읽는 시간》 문요한 저자, 《어떤 죽음이 삶에게 말했다》 김범석 교수가 추천하는 서울아산병원 노년내과 전문의의 한국형 건강수업.",정희원 (지은이)
9788931467642,민키의 와글와글 컬러링북,재미있는 오브제와 다채로운 캐릭터가 가득한 그림으로 사랑받는 일러스트레이터 민키의 첫 컬러링북이다. 채색 완성 작품을 담은 ‘1권 아트북’과 라인 드로잉 도안을 담은 ‘2권 컬러링북’으로 구성되어 있다.,민키 (지은이)
